,Text,Sentiment
5939,   همیشه تو فیلماش یه عده ژاپنی میان میگن چینی ها حق ندارن باشگاه داشته باشن بعد میزنن رفیقای بروس لی رو لت و پار میکنن  اونم عصبانی میشه میره با فن غوداااااااا میزنه دهن ژاپنیارو صاف میکنه ,Neutral
5940,کلی بگم متنفرم از پاپ مگر تعداد خیلی خیلی کم. و کارگردان مورد علاقم فینچر و تارانتینو و دیوید لینچ.   مورد پسند واقع شد؟؟؟ ,Negative
5941,باباپخش كن داداش ، مخمود لجني نژاد همش ميگفت وآخرهم نكرد ، دور از جون شما شما كه مثل مخمودلجني نيستي كه  ,Negative
5943,فردا هم میگن خودتون هم حبابید باید بترکید  ,Negative
5944,شاید خالی بسته که بترسونه  ,Positive
5945,کوفتت شه  ,Negative
5947,تو کاری غیراز انتقادکردن ومنفی بافی بلدنیستی؟با اون کراوات مسخرت ,Negative
5948,شپش صادراتي  ,Negative
5950,تو دیگه خیییلی اهل کاسبی بودی بچه   چقدر مامانتو حرص دادی تو   الانم موفقی تو کاسبی؟ ,Neutral
5953,این فلافلی تو تعران نیس مگع؟   ,Positive
5954,خیلی ممنونم عزیز دلم  ,Positive
5956,یادم به بچه های خودمون افتاد توی آزمایشگاه لام میشکنه میزنیم بره زیر بنچ استاد نفهمه یه بار استاد گفت بچه ها میشکنید بشکنید توروخدا دیگه نفرستینش زیر بنچ ,Neutral
5957,چی؟ ,Positive
5958,چرا تبعیض ؟  ,Positive
5959,ای نادان ای خر ای بی شعور ای نفهم     جوانا درک ندارن دیگه  ,Negative
5960,درست صحبت کن درموردش     دختر خوبیه  ,Negative
5962,  شما‌ دست‌ شیطونم‌ بستین‌ ...,Negative
5966,تعجب  کپ میکنم ,Positive
5967,ايا ايشان همان متقلب بزرگ و زندان از هتل بهتر تلويزيوني نيستند !؟بچها اين مصطفاست بزرگترين متلقب در ارا مردم و انتخابات بياييد مثل مصطفا نباشيم  ,Negative
5969,ایشالا بلاکت کنه    متنفرم از این کار,Negative
5971,شما هم که سین رو نوک زبونی تلفظ می کنید واویلا ,Neutral
5972,عجب تفکیکی  ,Positive
5973,بابا حلالت   ، کار آفرین تویی، بقیه اداتو در میارن  ,Positive
5974,زن پوستش کلفتر ازین حرفاست ,Negative
5975,ما یه دونه داریم با بقیه فرق داره همیشه تنظیم میکنیم به مهمون نرسه که اخرشم دسته اون میوفته ,Positive
5976,از موتوری ها میگیره  ,Neutral
5978,چطو میتونن !!!  من تو عروسی هم نمی تونم ,Positive
5979,کرونا چی میشه ,Positive
5981,دوست منم با دوست پسرش که کات کرده بود همین حرفو شنیده بود آخرش من وسیله هاشو بردم براش  خیلی مسخره است خدایی,Negative
5982,توئیتر ازت متنفرم   دزد سر گردنه  الان عضو گروه علی بابا و چهل دزد بغداد شده بودم بیشتر امنیت داشتم   هر شب دزدی  هر شب کسر فالوور  بسه دیگه  مرسی اه ,Negative
5983,اقای علیزاده ما هشت سال رئیس جمهورمون انگلی نژاد بوده بعد شما به معاون وزیر کشور بودن اقای تاجزاده میگی ترسناک ؟ وات د فاز؟ ,Positive
5984,راست میگن لادن خانوم، اصن با این پسرا دوس نشین، تا وقتی امثال من هستن، دیگه چرا اونا..؟؟؟؟؟؟ ,Neutral
5985,حالا که برکنار شدی اون لیست ۱۳۰ نفره بده دیگه شیطون ,Neutral
5987,بچه محلای مان دیگه ,Neutral
5991,مگه چندتا داستان ترسناک داری ک تمام نمیشه ؟؟,Positive
5992,احتمالش قویه ,Neutral
5993,از هر چیز تلخیییی متنفرم   حتی شکلات تلخم نمیخورم  ,Negative
5994,چه جالب ,Positive
5997,ولی ماشاالله چاق شدی تو این روزها ,Neutral
5998,عجیبه  ,Positive
5999,خارشونو سگ گایید. مملکتم دقیقا همینجوری قسمت میکنن. ,Negative
6000,نا امید نباشین، ما هم اولش خیلی میترسیدیم، انشالله یه همسر عالی نصیبتون میشه ,Positive
6001,دیوانه ,Neutral
6004,تا اینکه از فوبیای رابطه، رابطه رو به گند بکشم.    ,Neutral
6005,دو تا آلبوم دارن امثال تونل و بزرگ ول۱ ,Neutral
6007,بی ادبن ادب مردبه زدولت اوست ,Negative
6009,تولدت مبارک مهدی جان.انشااله که خدا عمر با عزت بهت بده با مرام.و همیشه شاد و موفق باشی داداش ,Positive
6013,پس کیا می‌خوابی   هر وقت خوندمت خوابت نبرده  ,Positive
6014,اينا كه عادت دارن با پررويي به جاي پاسخگويي سكوت كنن نه عذر خواهي بلدن نه صندلي هاشونو ول ميكنن!ديگه چرا به شعور مردم توهين ميكنن و دروغاي شاخدار ميگن؟؟!! ,Negative
6015,من نفهمیدم چی شد   خنگم  ,Positive
6016,آخ گفتی ,Neutral
6018,خرخون  ,Neutral
6020,این  https://t.co/M6bPwDByhT,Neutral
6021,امیدوارم کارکردش هم خوب باشه ,Positive
6022,با احترام به عقاید دوستان سیاوش قمیشی گوش میدم ولی از گوگوش متنفرم  ,Negative
6024,نظر منم همينه چون صدا و سيما با دولت نيست ,Neutral
6025,آخ گفتیا ,Neutral
6027,آقووو  به دوست نازنینی که قول میده   سوغاتی بیاره ( پیشنهاد سوغاتی هم از خودش بوده)  ولی بعد از سفرش   فقد یه عکس از خودش و ساحل می فرسته   و اقد از دور عکس گرفته   که فقد شیکمشو شکل پاتریک میبینی  چی باید گفت ؟؟!!!    #کاکو   هوایییییییی ,Neutral
6028,و دقیقا به این دلیل که نمره ی ورزشم باعث میشد معدلم کم شه هرسال از آشنای پزشکمون برگه ی معافیت میگرفتم  ,Neutral
6029,آري والا گفتم چرا بو نفت ميده په بگو تو نبودي  ,Positive
6030,خانوم #حداد_عادل نگران بوده که پسرش یک وقت با جماعت رعیت بی ادب درس نخونه که مثل اونا بی ادب بشه  اخه میدونید این جماعت رعیت فقیر میرن شهید میشن خاک بر سرا ولی ژن های خوب همه پشت میز و شیک و پیک و منشی فلان و این صوبتا،حالا اون لا ماها یک اختلاسی هم بود دیگه پیش میاد،ادب مهمه! ,Negative
6031,چطور شد که فکر کردین میتونین خودتون رو با مهران مدیری مقایسه کنید؟ ,Positive
6033,نه میدونیم‌واقعا  ,Neutral
6034,دقیقااا  ,Neutral
6035,سلام رضا جان، روزت خوش و صبحت بخیر و شادی   ,Positive
6036,خخخ افرین خوبه همین امشب پول مفت این مملکت بدبخت دادن به مربی ۱۶۰۰میلیونی شما  ,Negative
6037,تولدتون مبارک   آقای رشدپور مامان من انقدر شما رو دوست دارن که امکان نداره یه روز برنامتونو از دست بدن.  یادمه اون روز که حالتون بد شد تو برنامه،اومدم خونه دیدم دارن گریه میکنن،انقدر ترسیدم،فکر کردم بابام چیزیشون شده ،  که ایشون گفتن جریان شمارو،  برقرار باشید آقای رشیدپور ,Positive
6038, انباکسینگم بلاگرا انداختن تو دهن مردم، قبلا میگفتن باز شود دیده شود  ...جوراب اخه؟؟؟ ,Negative
6039,  اینا,Neutral
6040, آره اینم اینکارو کرد    یکی دیگه استوری میذاره بچه ها امروز میخوام کتلت درست کنم همراه من باشید اینو میوت کردم اعصابم نمیکشید  ,Negative
6042,گوشيو توو صورتش خورد ميكنيم درست ميشه ,Negative
6043,درست میگن  ,Neutral
6044,قبول کنید اینکه پیشرفت نمی کنیم از غیرتمون هستش ینی هر کدوم واسه خودمون سلسله جبالی از غیرتیم در انواع و اقسام.مگر نه مقام عظمی وحشت لعنت الله علیه وآله فرمودن امارات متحده عربی بی غیرتست که چنین پیشرفتی کرده ,Negative
6045,چه فضولم هستن تعداد مريضا بشما چه اخه ,Negative
6046,اعتدال خجالت بکشین لطفا..چرا انقد دروغ,Negative
6047,تعریف علی رضوانی ازمفهوم وجود پدر در مصاحبه کذایی با دختر تهرانی مقدم به شکل منزجر بود ,Negative
6048,حرص نخور فرناز جون...هرروز یه گام پیشرفت میکنن ,Positive
6049,گندش بزنن ,Negative
6050,می گن بیژامه هم آزاد می شه . مردم با بیژامه بیان بیرون .   این حرفا همش چرنده داداشم . تو چرا باور می کنی .  اولش گفتن ۴۰ سال ۴۰ سال بعد دیدن تموم شد . یه تایم جدید دادن  .  کاری با اسرایل ندارم که هست یا نه ولی این که بعضی آدم هستند که اینو باور می کنن اعصابم خورد می شه  ,Negative
6052,مگه میندازن ,Positive
6053,زن دایی رفته بهداشت برای گرفتن وسیله ضدبارداری بهش گفتن نمیدیم رهبری  دستور دادن زنها تا ۵۴ سالگی باید بچه بیارن    البته دلار ۲۵ تومنی و سکه ۱۱ تومنی تو ایران نیست گرونی بیداد نمیکنه   شاید هم میخوان بچه بیاریم تا آدم واسه کشتن داشته باشن کی میدونه؟,Negative
6054,ملاک چیزیه که سپاه بگه! از دید شما!... لطفا برید راجب فاطمه لطیفی خاله ی یکی از جانباختگان هواپیمای اکراین بخونید! چجوری عزیزان دلتون ناموس دختر مردمو دزدیدن اونم فقط چون گفت شما بی شرفا هواپیمارو زدید ,Negative
